Horodateur,Vous êtes actuellement :,Quelle était votre série au Baccalauréat ?,Quelles étaient vos matières préférées au lycée ?,Dans quelles matières vous étiez doués?,Dans quelles activités pensez-vous être naturellement à l'aise ?,"Parmi les activités suivantes, lesquelles vous attirent le plus ?",Quel type de problème aimez-vous le plus résoudre ?,Quel type d'activité pédagogique vous attire le plus ?,Aimez-vous plutôt la pratique ou les leçons (théorie) ?,Quel rythme de travail vous correspond le mieux ?,Dans quel environnement aimeriez-vous travailler ?,Quels sont vos domaines d'intérêt principaux ?,Préférez-vous travailler principalement,Qu'est-ce qui est le plus important pour vous dans le choix d'une formation ?,"si vous devenez etudiant à l'ISPM, quel filière choisiriez vous?","Si vous êtes diplômé(e) / professionnel(le), quel est votre métier actuel ?","Si vous êtes diplômés, avec le recul, quel est votre niveau de satisfaction concernant l'adéquation entre votre formation et votre métier ?"
2026-08-11 10:29:05,Étudiant(e),D,Mathématiques; SVT; Chimie,SVT,Expérimenter; Analyser; Manipuler des outils ou équipements; Observer,Faire des expériences; Analyser des substances; Mesurer; Rechercher,Problèmes scientifiques et expérimentaux,Expériences; Laboratoire,Pratique et théorie,Régulier,Laboratoire; Centre de recherche,Environnement; Chimie,En équipe,Acquérir une formation solide,IAA,Chimiste,2.0
2026-07-03 09:41:56,Étudiant(e),S,Gestion; Mathématiques; Économie,Économie,Organiser; Planifier,Gérer un projet; Planifier; Organiser,Problèmes économiques et organisationnels,Projets; Études de cas,Pratique et théorie,Régulier,Bureau; Administration,Entrepreneuriat; Gestion; Économie,En équipe,Les perspectives de carrière,GCA,Gestionnaire,2.0
2026-07-15 13:30:36,Étudiant(e),G,Gestion; Mathématiques,Économie; Mathématiques,Organiser; Analyser des données,Analyser des données; Faire des calculs; Gérer; Analyser des comptes,Problèmes financiers,Exercices,Théorie et pratique,Régulier,Cabinet; Entreprise,Audit; Banque; Finance,Seul ou en équipe,La stabilité professionnelle,FIC,Auditeur,1.0
2026-08-18 14:49:07,Étudiant(e),C,Mathématiques; Physique,Mathématiques,Résoudre des problèmes; Analyser; Expérimenter,Rechercher; Concevoir; Faire des expériences,Problèmes scientifiques,Travaux pratiques; Expériences,Pratique et théorie,Régulier,Laboratoire; Centre de recherche,Recherche; Sciences; Technologie; Environnement,Seul ou en équipe,Être utile à la société,EMII,Assistant de recherche,5.0
2026-08-08 17:05:58,Professionnel(le),S,Mathématiques; SVT; Chimie,Physique; Mathématiques,Expérimenter; Analyser,Faire des expériences; Concevoir; Rechercher,Problèmes scientifiques,Expériences,Pratique et théorie,Régulier,Industrie; Laboratoire,Technologie; Recherche; Sciences,Seul ou en équipe,Acquérir une formation solide,GCA,Assistant de recherche,2.0
2026-07-28 11:10:25,Professionnel(le),S,Économie; Gestion,Mathématiques,Être rigoureux; Analyser des données; Calculer,Faire des calculs; Analyser des données,Problèmes financiers,Études de cas,Pratique et théorie,Régulier,Entreprise,Gestion; Banque; Audit,Seul ou en équipe,La stabilité professionnelle,ESIIA,Chef de projet,4.0
2026-08-22 09:23:52,Étudiant(e),A1,Histoire; Français,Histoire; Philosophie,Rédiger; Argumenter; Communiquer; Analyser des textes,Rédiger; Faire des recherches,Problèmes juridiques et sociaux,Lectures,Pratique et théorie,Calme et régulier,Tribunal,Administration; Justice; Droits humains,Seul ou en équipe,La reconnaissance du diplôme,DTJA,Juriste,1.0
2026-07-30 16:08:53,Professionnel(le),A2,Français; Histoire; Anglais,Français; Anglais,Communiquer; Créer,Communiquer; Créer du contenu; Présenter,Problèmes de communication,Projets; Travaux de groupe,Pratique et théorie,Intensif et régulier,Studio; Entreprise,Publicité; Événementiel; Médias; Marketing,En équipe,La possibilité d'évoluer professionnellement,PIP,Technicien en pharmacie,3.0
2026-07-30 16:40:38,Professionnel(le),S,Physique; Mathématiques; SVT,Mathématiques; SVT,Expérimenter; Analyser; Résoudre des problèmes,Faire des expériences; Concevoir; Analyser; Rechercher,Problèmes scientifiques,Travaux pratiques,Pratique et théorie,Intensif et régulier,Centre de recherche,Environnement; Sciences,Seul ou en équipe,Acquérir une formation solide,ESIIA,Technicien,5.0
2026-08-10 16:41:46,Étudiant(e),G,Gestion; Mathématiques; Économie,Économie; Mathématiques,Organiser; Analyser des données,Faire des calculs; Analyser des données; Analyser des comptes,Problèmes financiers,Exercices,Pratique et théorie,Intensif et régulier,Bureau,Finance; Comptabilité; Gestion,Seul,Les perspectives de carrière,FIC,Contrôleur de gestion,5.0
2026-08-04 15:44:09,Étudiant(e),A1,Anglais; Français; Histoire,Français; Anglais,Communiquer; Rédiger; Présenter,Organiser des événements; Créer du contenu; Présenter,Problèmes de communication,Travaux de groupe; Présentations,Pratique et théorie,Intensif et régulier,Studio; Agence,Événementiel; Médias; Marketing,En équipe,Développer mes compétences relationnelles,TEH,Journaliste,2.0
2026-08-08 17:15:42,Étudiant(e),A1,Économie; Mathématiques,Français; Économie,Négocier; Communiquer,Négocier; Faire du commerce; Communiquer; Analyser un marché,Problèmes commerciaux,Simulations,Pratique et théorie,Intensif,Entreprise,Vente; Entrepreneuriat,En équipe,Les débouchés professionnels,CAA,Business developer,5.0
2026-08-05 07:00:07,Étudiant(e),D,Chimie; SVT; Mathématiques,Physique; SVT,Résoudre des problèmes; Observer; Analyser,Rechercher; Faire des expériences; Concevoir,Problèmes scientifiques,Travaux pratiques; Expériences,Pratique et théorie,Régulier,Laboratoire,Environnement; Sciences; Recherche; Technologie,Seul ou en équipe,Être utile à la société,AEE,Ingénieur agronome,2.0
2026-07-31 17:16:09,Étudiant(e),A1,Mathématiques; Français,Économie; Français,Négocier; Organiser; Communiquer; Analyser,Faire du commerce; Analyser un marché,Problèmes commerciaux,Projets; Études de cas,Pratique,Dynamique,Entreprise; Agence,Entrepreneuriat; Marketing; Vente,En équipe,Les perspectives de carrière,TEE,Chargé marketing,1.0
2026-08-20 09:38:20,Étudiant(e),S,Physique; Anglais; Informatique,Mathématiques,Résoudre des problèmes logiques; Utiliser des outils informatiques; Travailler avec des données,Analyser des données; Créer des applications; Automatiser des tâches; Programmer,Problèmes logiques et techniques,Projets pratiques,Pratique et théorie,Régulier,Bureau,Data; Programmation; Technologie,Seul ou en petite équipe,Travailler dans un secteur innovant,IGGLIA,Développeur full-stack,4.0
2026-08-19 16:29:09,Étudiant(e),S,Physique; SVT; Chimie,SVT,Expérimenter; Manipuler des outils ou équipements,Analyser des substances; Mesurer; Faire des expériences; Rechercher,Problèmes scientifiques et expérimentaux,Travaux pratiques; Expériences,Pratique et théorie,Progressif,Laboratoire,Industrie; Laboratoire,En équipe,Acquérir une formation solide,IAA,Technicien de laboratoire,3.0
2026-08-11 17:46:08,Professionnel(le),S,Économie; Français; Gestion,Économie; Mathématiques,Planifier; Calculer; Analyser des données,Analyser un marché; Organiser; Planifier,Problèmes économiques et organisationnels,Projets,Pratique,Dynamique,Entreprise; Administration,Économie; Management,Seul ou en équipe,Créer mon entreprise,EMII,Chef de projet,4.0
2026-08-18 13:21:27,Professionnel(le),A1,Anglais; Histoire,Français,Argumenter; Analyser des textes; Rédiger; Communiquer,Lire des documents; Faire des recherches,Problèmes juridiques et sociaux,Études de cas; Débats,Pratique et théorie,Calme et régulier,Cabinet; Administration,Droit; Droits humains; Administration,Seul ou en équipe,Aimer le domaine étudié,DTJA,Conseiller juridique,3.0
2026-08-23 10:53:07,Professionnel(le),A1,Anglais; Français,Français; Histoire,Communiquer; Analyser des textes; Argumenter; Rédiger,Faire des recherches; Débattre; Rédiger,Problèmes juridiques et sociaux,Débats,Pratique et théorie,Calme et régulier,Institution publique,Administration; Droits humains,Seul ou en équipe,La reconnaissance du diplôme,DTJA,Juriste,5.0
2026-08-18 09:49:56,Professionnel(le),S,Anglais; Informatique; Mathématiques,Mathématiques; Informatique,Travailler avec des données; Résoudre des problèmes logiques,Automatiser des tâches; Programmer; Analyser des données; Créer des applications,Problèmes logiques et techniques,Projets pratiques; Travaux dirigés,Pratique et théorie,Intensif et régulier,Bureau,Data; Technologie,En équipe,Les débouchés professionnels,IGGLIA,Data analyst,3.0
2026-07-16 09:08:36,Étudiant(e),D,Chimie; Physique,SVT,Analyser; Résoudre des problèmes; Observer; Expérimenter,Faire des expériences; Rechercher; Analyser,Problèmes scientifiques,Travaux pratiques; Expériences,Pratique et théorie,Régulier,Laboratoire,Recherche; Technologie; Environnement; Sciences,Seul ou en équipe,Acquérir une formation solide,EMII,Chercheur,1.0
2026-07-03 07:50:41,Étudiant(e),S,Anglais; Physique; Informatique,Mathématiques,Travailler avec des données; Utiliser des outils informatiques; Analyser des informations; Résoudre des problèmes logiques,Automatiser des tâches; Programmer,Problèmes logiques et techniques,Projets pratiques,Pratique et théorie,Régulier,Startup,Robotique; Programmation; Intelligence artificielle; Technologie,Seul ou en petite équipe,Travailler dans un secteur innovant,ESIIA,Technicien informatique,3.0
2026-07-09 17:17:24,Étudiant(e),S,Gestion; Mathématiques; Économie,Économie,Être rigoureux; Organiser; Calculer; Analyser des données,Gérer; Analyser des données; Faire des calculs,Problèmes financiers,Études de cas; Travaux pratiques,Pratique et théorie,Intensif et régulier,Bureau,Banque; Comptabilité; Finance,Seul,Les débouchés professionnels,ISAIA,Développeur full-stack,3.0
2026-07-09 11:30:31,Professionnel(le),G,Mathématiques; Gestion,Économie; Mathématiques,Calculer; Être rigoureux; Organiser,Faire des calculs; Analyser des comptes; Gérer; Analyser des données,Problèmes financiers,Études de cas,Pratique et théorie,Intensif et régulier,Entreprise; Banque,Finance; Gestion,Seul,La stabilité professionnelle,FIC,Contrôleur de gestion,3.0
2026-07-23 13:07:41,Étudiant(e),S,Anglais; Physique; Mathématiques,Informatique; Mathématiques,Utiliser des outils informatiques; Résoudre des problèmes logiques; Analyser des informations,Analyser des données; Créer des applications; Programmer,Problèmes logiques et techniques,Projets pratiques; Travaux dirigés,Pratique,Régulier,Bureau,Programmation; Robotique; Intelligence artificielle,En équipe,Développer des compétences professionnelles,ESIIA,Technicien informatique,2.0
2026-07-07 15:56:05,Étudiant(e),A2,Philosophie; Anglais; Français,Français; Philosophie,Communiquer; Argumenter; Analyser des textes,Rédiger; Lire des documents; Faire des recherches; Débattre,Problèmes juridiques et sociaux,Lectures,Pratique et théorie,Régulier,Cabinet; Administration,Administration; Justice,Seul,Aimer le domaine étudié,IAA,Technicien qualité,3.0
2026-07-31 17:41:37,Étudiant(e),A1,Histoire; Philosophie,Histoire,Communiquer; Rédiger; Argumenter; Analyser des textes,Lire des documents; Faire des recherches,Problèmes juridiques et sociaux,Débats; Lectures,Théorie,Calme et régulier,Cabinet; Institution publique,Droits humains; Justice; Droit,Seul ou en équipe,Aimer le domaine étudié,DTJA,Avocat,1.0
2026-07-29 11:08:22,Professionnel(le),S,Gestion; Économie; Mathématiques,Mathématiques,Analyser des données; Être rigoureux; Organiser; Calculer,Analyser des données; Gérer; Analyser des comptes,Problèmes financiers,Études de cas; Travaux pratiques,Pratique et théorie,Intensif et régulier,Bureau,Comptabilité; Finance,Seul,Les débouchés professionnels,GCA,Ingénieur,3.0
2026-08-11 15:26:07,Professionnel(le),D,SVT; Chimie; Mathématiques,Physique; Mathématiques,Observer; Expérimenter; Analyser; Manipuler des outils ou équipements,Mesurer; Rechercher; Analyser des substances; Faire des expériences,Problèmes scientifiques et expérimentaux,Expériences,Pratique et théorie,Progressif,Laboratoire; Industrie,Industrie; Chimie; Environnement,Seul ou en équipe,La pratique professionnelle,ICMP,Technicien qualité,2.0
2026-08-23 07:44:35,Étudiant(e),G,Mathématiques; Économie; Français,Français; Économie,Communiquer; Organiser,Négocier; Faire du commerce,Problèmes commerciaux,Simulations; Projets,Pratique,Intensif,Commerce; Agence,Marketing; Vente; Commerce; Entrepreneuriat,En équipe,Les débouchés professionnels,CAA,Business developer,2.0
2026-08-22 16:28:55,Étudiant(e),C,SVT; Mathématiques,SVT; Mathématiques,Expérimenter; Analyser; Observer; Résoudre des problèmes,Analyser; Concevoir,Problèmes scientifiques,Recherche,Pratique et théorie,Régulier,Centre de recherche; Laboratoire,Recherche; Environnement,Seul ou en équipe,Être utile à la société,IMTICIA,Développeur logiciel,1.0
2026-08-14 11:24:17,Étudiant(e),G,Économie; Français; Mathématiques,Économie,Analyser des données; Calculer; Organiser; Planifier,Organiser; Analyser un marché,Problèmes économiques et organisationnels,Projets; Exercices pratiques,Pratique,Régulier,Administration,Management; Économie; Entrepreneuriat; Gestion,Seul ou en équipe,Les débouchés professionnels,EMP,Chef de projet,2.0
2026-08-01 10:59:45,Étudiant(e),A2,Philosophie; Français; Anglais,Français,Argumenter; Communiquer; Rédiger; Analyser des textes,Débattre; Faire des recherches; Rédiger,Problèmes juridiques et sociaux,Lectures,Pratique et théorie,Régulier,Tribunal,Administration; Société; Droit,Seul ou en équipe,La reconnaissance du diplôme,AEE,Spécialiste en développement rural,1.0
2026-07-14 09:16:18,Étudiant(e),S,Anglais; Informatique; Mathématiques,Mathématiques; Informatique,Résoudre des problèmes logiques; Utiliser des outils informatiques; Analyser des informations,Automatiser des tâches; Programmer,Problèmes logiques et techniques,Programmation,Pratique,Régulier,Bureau; Startup,Intelligence artificielle; Data; Robotique; Technologie,En équipe,Travailler dans un secteur innovant,IGGLIA,Analyste cyber-sécurité,3.0
2026-07-24 07:21:16,Étudiant(e),S,Chimie; Physique; Mathématiques,Physique; SVT,Analyser; Résoudre des problèmes,Faire des expériences; Concevoir,Problèmes scientifiques,Travaux pratiques; Recherche,Pratique et théorie,Intensif et régulier,Industrie; Laboratoire,Environnement; Recherche; Sciences; Technologie,En équipe,Être utile à la société,EMII,Chercheur,3.0
2026-07-03 13:18:44,Étudiant(e),G,Gestion; Économie,Gestion; Mathématiques,Analyser des données; Calculer; Planifier,Analyser un marché; Organiser; Gérer un projet; Planifier,Problèmes économiques et organisationnels,Exercices pratiques; Projets,Pratique et théorie,Régulier,Bureau,Entrepreneuriat; Management; Économie,Seul ou en équipe,Les débouchés professionnels,EMP,Manager,2.0
2026-07-01 10:49:24,Professionnel(le),G,Économie; Gestion; Mathématiques,Économie; Mathématiques,Analyser des données; Être rigoureux; Organiser; Calculer,Gérer; Analyser des comptes; Analyser des données,Problèmes financiers,Études de cas; Travaux pratiques,Pratique et théorie,Intensif et régulier,Cabinet; Banque,Audit; Gestion; Finance; Banque,Seul ou en équipe,Les débouchés professionnels,FIC,Comptable,3.0
2026-08-03 16:56:38,Professionnel(le),G,Français; Mathématiques,Économie; Mathématiques,Analyser des données; Organiser,Analyser un marché; Gérer un projet,Problèmes économiques et organisationnels,Exercices pratiques; Projets,Pratique et théorie,Dynamique,Entreprise,Entrepreneuriat; Gestion,Seul ou en équipe,Créer mon entreprise,TEE,Gestionnaire,4.0
2026-08-25 14:54:44,Professionnel(le),S,Chimie; Mathématiques,Physique; SVT,Observer; Analyser,Faire des expériences; Concevoir; Analyser,Problèmes scientifiques,Travaux pratiques; Recherche,Pratique et théorie,Intensif et régulier,Industrie,Sciences; Environnement; Technologie,En équipe,Acquérir une formation solide,IMTICIA,Développeur logiciel,3.0
2026-07-28 12:46:16,Étudiant(e),S,Chimie; Mathématiques,Chimie; Mathématiques,Manipuler des outils ou équipements; Observer; Expérimenter,Analyser des substances; Faire des expériences,Problèmes scientifiques et expérimentaux,Laboratoire,Pratique,Régulier,Centre de recherche; Industrie,Laboratoire; Chimie,Seul ou en équipe,Aimer le domaine étudié,ICMP,Technicien de laboratoire,4.0
2026-08-17 14:55:32,Étudiant(e),A1,Philosophie; Histoire,Philosophie; Français,Argumenter; Rédiger,Débattre; Faire des recherches,Problèmes juridiques et sociaux,Études de cas,Théorie,Régulier,Institution publique; Cabinet,Administration; Droit,Seul,Aimer le domaine étudié,DTJA,Avocat,1.0
